sample_name,specimen_id,n_steel_mesh_raw,treatment_raw,treatment_label_raw,ageing_days,surface_total_rust_pct,surface_total_rust_category,peak_rust_pct,peak_rust_category,peak_rust_location_cm,cover_mm_raw,wire_area_loss_raw,ultimate_load_kn
S2SA04-20220630-6W,S2SA04,7,SA,SA,42,0.027,1,0.086,1,16.49,5.24,,
S2SA04-20220708-7W,S2SA04,7,SA,SA,49,0.073,1,0.115,1,16.49,5.24,,
S2SA04-20220714-8W,S2SA04,7,SA,SA,56,0.303,1,0.636,1,11.5,5.24,,
S2SA04-20220721-9W,S2SA04,7,SA,SA,63,0.204,1,0.33,1,11.5,5.24,,
S2SA04-20220802-10W,S2SA04,7,SA,SA,70,0.338,1,0.697,1,11.5,5.24,,
S2SA04-20220822-13W,S2SA04,7,SA,SA,91,0.37,1,0.886,1,11.5,5.24,,
S2SA04-20220906-15W,S2SA04,7,SA,SA,105,0.595,1,2.158,1,16.49,5.24,,
S2SA04-20221102-24W,S2SA04,7,SA,SA,168,3.119,1,6.26,2,16.49,5.24,,
S2SA04-20221110-25W,S2SA04,7,SA,SA,175,3.074,1,6.734,2,16.49,5.24,,
S2SA04-20221206-28W,S2SA04,7,SA,SA,196,13.995,2,22.182,4,21.49,5.24,0.1833,2.39
S2SA05-20220518-0W,S2SA05,7,SA,SA,0,0.063,1,0.225,1,21.49,4.11,,
S2SA05-20220603-2W,S2SA05,7,SA,SA,14,0.094,1,0.4,1,21.49,4.11,,
S2SA05-20220609-3W,S2SA05,7,SA,SA,21,0.078,1,0.332,1,21.49,4.11,,
S2SA05-20220616-4W,S2SA05,7,SA,SA,28,0.024,1,0.073,1,21.49,4.11,,
S2SA05-20220623-5W,S2SA05,7,SA,SA,35,0.065,1,0.203,1,21.49,4.11,,
S2SA05-20220630-6W,S2SA05,7,SA,SA,42,0.094,1,0.255,1,21.49,4.11,,
S2SA05-20220708-7W,S2SA05,7,SA,SA,49,0.038,1,0.112,1,21.49,4.11,,
S2SA05-20220714-8W,S2SA05,7,SA,SA,56,0.081,1,0.243,1,21.49,4.11,,
S2SA05-20220721-9W,S2SA05,7,SA,SA,63,0.069,1,0.235,1,21.49,4.11,,
S2SA05-20220802-10W,S2SA05,7,SA,SA,70,0.072,1,0.253,1,21.49,4.11,,
S2SA05-20220822-13W,S2SA05,7,SA,SA,91,0.043,1,0.112,1,21.49,4.11,,
S2SA05-20220906-15W,S2SA05,7,SA,SA,105,0.234,1,0.658,1,21.49,4.11,,
S2SA05-20221102-24W,S2SA05,7,SA,SA,168,1.467,1,4.15,1,21.49,4.11,,
S2SA05-20221110-25W,S2SA05,7,SA,SA,175,3.163,1,7.777,2,21.49,4.11,,
S2SA05-20221206-28W,S2SA05,7,SA,SA,196,9.946,2,28.547,4,21.49,4.11,0.2254,2.76
S2SA06-20220518-0W,S2SA06,7,SA,SA,0,0.056,1,0.132,1,1.51,2.87,,
S2SA06-20220603-2W,S2SA06,7,SA,SA,14,0.051,1,0.146,1,1.51,2.87,,
S2SA06-20220609-3W,S2SA06,7,SA,SA,21,0.063,1,0.094,1,11.5,2.87,,
S2SA06-20220616-4W,S2SA06,7,SA,SA,28,0.022,1,0.031,1,6.5,2.87,,
S2SA06-20220623-5W,S2SA06,7,SA,SA,35,0.043,1,0.113,1,11.5,2.87,,
S2SA06-20220630-6W,S2SA06,7,SA,SA,42,0.05,1,0.133,1,1.51,2.87,,
S2SA06-20220708-7W,S2SA06,7,SA,SA,49,0.195,1,0.76,1,1.51,2.87,,
S2SA06-20220714-8W,S2SA06,7,SA,SA,56,0.131,1,0.352,1,1.51,2.87,,
S2SA06-20220721-9W,S2SA06,7,SA,SA,63,0.097,1,0.424,1,1.51,2.87,,
S2SA06-20220802-10W,S2SA06,7,SA,SA,70,0.205,1,0.648,1,1.51,2.87,,
S2SA06-20220822-13W,S2SA06,7,SA,SA,91,0.114,1,0.515,1,1.51,2.87,,
S2SA06-20220906-15W,S2SA06,7,SA,SA,105,1.127,1,4.146,1,1.51,2.87,,
S2SA06-20221102-24W,S2SA06,7,SA,SA,168,4.485,1,10.466,2,1.51,2.87,,
S2SA06-20221110-25W,S2SA06,7,SA,SA,175,4.464,1,9.379,2,1.51,2.87,,
S2SA06-20221206-28W,S2SA06,7,SA,SA,196,20.888,3,29.599,4,9.0,2.87,0.1657,2.48
S2SA07-20220518-0W,S2SA07,7,SA,SA,0,0.027,1,0.202,1,1.51,4.3,,
S2SA07-20220603-2W,S2SA07,7,SA,SA,14,0.025,1,0.161,1,1.51,4.3,,
S2SA07-20220609-3W,S2SA07,7,SA,SA,21,0.034,1,0.166,1,1.51,4.3,,
S2SA07-20220616-4W,S2SA07,7,SA,SA,28,0.024,1,0.103,1,1.51,4.3,,
S2SA07-20220623-5W,S2SA07,7,SA,SA,35,0.019,1,0.107,1,1.51,4.3,,
S2SA07-20220630-6W,S2SA07,7,SA,SA,42,0.016,1,0.089,1,1.51,4.3,,
S2SA07-20220708-7W,S2SA07,7,SA,SA,49,0.065,1,0.255,1,4.0,4.3,,
S2SA07-20220714-8W,S2SA07,7,SA,SA,56,0.06,1,0.232,1,1.51,4.3,,
S2SA07-20220721-9W,S2SA07,7,SA,SA,63,0.067,1,0.302,1,1.51,4.3,,
S2SA07-20220802-10W,S2SA07,7,SA,SA,70,0.085,1,0.293,1,1.51,4.3,,
S2SA07-20220822-13W,S2SA07,7,SA,SA,91,0.031,1,0.209,1,1.51,4.3,,
S2SA07-20220906-15W,S2SA07,7,SA,SA,105,0.375,1,1.259,1,4.0,4.3,,
S2SA07-20221102-24W,S2SA07,7,SA,SA,168,6.173,2,21.272,3,1.51,4.3,,
S2SA07-20221110-25W,S2SA07,7,SA,SA,175,7.608,2,26.266,4,4.0,4.3,,
S2SA07-20221206-28W,S2SA07,7,SA,SA,196,15.038,3,45.484,4,4.0,4.3,0.3249,2.26
S3PA01-20220518-0W,S3PA01,7,PA,G,0,0.018,1,0.068,1,1.51,2.46,,
S3PA01-20220603-2W,S3PA01,7,PA,G,14,0.053,1,0.124,1,6.5,2.46,,
S3PA01-20220609-3W,S3PA01,7,PA,G,21,0.124,1,0.364,1,1.51,2.46,,
S3PA01-20220616-4W,S3PA01,7,PA,G,28,0.058,1,0.168,1,6.5,2.46,,
S3PA01-20220623-5W,S3PA01,7,PA,G,35,0.208,1,0.399,1,6.5,2.46,,
S3PA01-20220630-6W,S3PA01,7,PA,G,42,0.262,1,0.775,1,1.51,2.46,,
S3PA01-20220708-7W,S3PA01,7,PA,G,49,0.366,1,1.495,1,1.51,2.46,,
S3PA01-20220714-8W,S3PA01,7,PA,G,56,0.259,1,1.1,1,1.51,2.46,,
S3PA01-20220721-9W,S3PA01,7,PA,G,63,0.283,1,1.475,1,1.51,2.46,,
S3PA01-20220802-10W,S3PA01,7,PA,G,70,0.506,1,2.345,1,1.51,2.46,,
S3PA01-20220822-13W,S3PA01,7,PA,G,91,0.257,1,1.282,1,1.51,2.46,,
S3PA01-20220906-15W,S3PA01,7,PA,G,105,0.848,1,2.835,1,1.51,2.46,,
S3PA01-20221102-24W,S3PA01,7,PA,G,168,2.212,1,5.677,2,6.5,2.46,,
S3PA01-20221110-25W,S3PA01,7,PA,G,175,2.611,1,7.442,2,6.5,2.46,,
S3PA01-20221206-28W,S3PA01,7,PA,G,196,5.497,2,10.089,2,6.5,2.46,0.085,2.79
S3PA02-20220518-0W,S3PA02,7,SA_PA,G,0,0.146,1,0.38,1,11.5,3.6,,
S3PA02-20220603-2W,S3PA02,7,SA_PA,G,14,0.26,1,0.376,1,11.5,3.6,,
S3PA02-20220609-3W,S3PA02,7,SA_PA,G,21,0.137,1,0.239,1,1.51,3.6,,
S3PA02-20220616-4W,S3PA02,7,SA_PA,G,28,0.032,1,0.06,1,21.49,3.6,,
S3PA02-20220623-5W,S3PA02,7,SA_PA,G,35,0.065,1,0.096,1,4.0,3.6,,
S3PA02-20220630-6W,S3PA02,7,SA_PA,G,42,0.314,1,0.433,1,11.5,3.6,,
S3PA02-20220708-7W,S3PA02,7,SA_PA,G,49,0.179,1,0.239,1,11.5,3.6,,
S3PA02-20220714-8W,S3PA02,7,SA_PA,G,56,0.162,1,0.246,1,4.0,3.6,,
S3PA02-20220721-9W,S3PA02,7,SA_PA,G,63,0.275,1,0.333,1,11.5,3.6,,
S3PA02-20220802-10W,S3PA02,7,SA_PA,G,70,0.351,1,0.373,1,1.51,3.6,,
S3PA02-20220822-13W,S3PA02,7,SA_PA,G,91,0.214,1,0.225,1,16.49,3.6,,
S3PA02-20220906-15W,S3PA02,7,SA_PA,G,105,0.394,1,0.612,1,11.5,3.6,,
S3PA02-20221102-24W,S3PA02,7,SA_PA,G,168,1.236,1,4.145,1,16.49,3.6,,
S3PA02-20221110-25W,S3PA02,7,SA_PA,G,175,1.094,1,6.714,2,16.49,3.6,,
S3PA02-20221206-28W,S3PA02,7,SA_PA,G,196,3.8,1,14.279,3,16.49,3.6,0.074,2.84
S3PA03-20220518-0W,S3PA03,7,SA_PA,G,0,0.044,1,0.168,1,1.51,3.16,,
S3PA03-20220603-2W,S3PA03,7,SA_PA,G,14,0.249,1,0.36,1,11.5,3.16,,
S3PA03-20220609-3W,S3PA03,7,SA_PA,G,21,0.109,1,0.304,1,1.51,3.16,,
S3PA03-20220616-4W,S3PA03,7,SA_PA,G,28,0.027,1,0.103,1,1.51,3.16,,
S3PA03-20220623-5W,S3PA03,7,SA_PA,G,35,0.111,1,0.201,1,1.51,3.16,,
S3PA03-20220630-6W,S3PA03,7,SA_PA,G,42,0.213,1,0.436,1,1.51,3.16,,
S3PA03-20220708-7W,S3PA03,7,SA_PA,G,49,0.157,1,0.684,1,1.51,3.16,,
S3PA03-20220714-8W,S3PA03,7,SA_PA,G,56,0.191,1,0.99,1,1.51,3.16,,
S3PA03-20220721-9W,S3PA03,7,SA_PA,G,63,0.234,1,1.455,1,1.51,3.16,,
S3PA03-20220802-10W,S3PA03,7,SA_PA,G,70,0.377,1,2.026,1,1.51,3.16,,
S3PA03-20220822-13W,S3PA03,7,SA_PA,G,91,0.298,1,2.009,1,1.51,3.16,,
S3PA03-20220906-15W,S3PA03,7,SA_PA,G,105,0.467,1,2.262,1,1.51,3.16,,
S3PA03-20221102-24W,S3PA03,7,SA_PA,G,168,4.579,1,17.348,3,1.51,3.16,,
S3PA03-20221110-25W,S3PA03,7,SA_PA,G,175,6.525,2,21.583,3,1.51,3.16,,
S3PA03-20221206-28W,S3PA03,7,SA_PA,G,196,8.862,2,30.48,4,1.51,3.16,0.1264,2.66
S3PA04-20220518-0W,S3PA04,7,SA_PA,G,0,0.236,1,0.608,1,6.5,2.51,,
S3PA04-20220603-2W,S3PA04,7,SA_PA,G,14,0.154,1,0.425,1,4.0,2.51,,
S3PA04-20220609-3W,S3PA04,7,SA_PA,G,21,0.163,1,0.634,1,4.0,2.51,,
S3PA04-20220616-4W,S3PA04,7,SA_PA,G,28,0.082,1,0.4,1,4.0,2.51,,
S3PA04-20220623-5W,S3PA04,7,SA_PA,G,35,0.13,1,0.738,1,4.0,2.51,,
S3PA04-20220630-6W,S3PA04,7,SA_PA,G,42,0.257,1,1.003,1,4.0,2.51,,
S3PA04-20220708-7W,S3PA04,7,SA_PA,G,49,0.249,1,1.274,1,4.0,2.51,,
S3PA04-20220714-8W,S3PA04,7,SA_PA,G,56,0.371,1,1.629,1,4.0,2.51,,
S3PA04-20220721-9W,S3PA04,7,SA_PA,G,63,0.337,1,1.501,1,4.0,2.51,,
S3PA04-20220802-10W,S3PA04,7,SA_PA,G,70,0.345,1,1.218,1,4.0,2.51,,
S3PA04-20220822-13W,S3PA04,7,SA_PA,G,91,0.246,1,0.989,1,4.0,2.51,,
S3PA04-20220906-15W,S3PA04,7,SA_PA,G,105,0.247,1,0.894,1,4.0,2.51,,
S3PA04-20221102-24W,S3PA04,7,SA_PA,G,168,2.162,1,4.507,1,1.51,2.51,,
S3PA04-20221110-25W,S3PA04,7,SA_PA,G,175,2.505,1,4.829,1,1.51,2.51,,
S3PA04-20221206-28W,S3PA04,7,SA_PA,G,196,4.997,1,7.815,2,16.49,2.51,0.019,2.85
S4SAVF01-20220518-0W,S4SAVF01,7,NO,D,0,0.13,1,0.624,1,1.51,3.7,,
S4SAVF01-20220603-2W,S4SAVF01,7,NO,D,14,0.186,1,0.639,1,1.51,3.7,,
S4SAVF01-20220609-3W,S4SAVF01,7,NO,D,21,0.137,1,0.588,1,1.51,3.7,,
S4SAVF01-20220616-4W,S4SAVF01,7,NO,D,28,0.044,1,0.166,1,4.0,3.7,,
S4SAVF01-20220623-5W,S4SAVF01,7,NO,D,35,0.057,1,0.19,1,4.0,3.7,,
S4SAVF01-20220630-6W,S4SAVF01,7,NO,D,42,0.11,1,0.397,1,4.0,3.7,,
S4SAVF01-20220708-7W,S4SAVF01,7,NO,D,49,0.092,1,0.311,1,4.0,3.7,,
S4SAVF01-20220714-8W,S4SAVF01,7,NO,D,56,0.103,1,0.337,1,4.0,3.7,,
S4SAVF01-20220721-9W,S4SAVF01,7,NO,D,63,0.089,1,0.289,1,4.0,3.7,,
S4SAVF01-20220802-10W,S4SAVF01,7,NO,D,70,0.157,1,0.467,1,4.0,3.7,,
S4SAVF01-20220822-13W,S4SAVF01,7,NO,D,91,0.092,1,0.272,1,4.0,3.7,,
S4SAVF01-20220906-15W,S4SAVF01,7,NO,D,105,0.291,1,1.569,1,13.99,3.7,,
S4SAVF01-20221102-24W,S4SAVF01,7,NO,D,168,4.948,1,12.136,3,11.5,3.7,,
S4SAVF01-20221110-25W,S4SAVF01,7,NO,D,175,3.137,1,7.668,2,1.51,3.7,,
S4SAVF01-20221206-28W,S4SAVF01,7,NO,D,196,5.602,2,17.893,3,1.51,3.7,0.2041,2.4
S4SAVF02-20220518-0W,S4SAVF02,7,SA_VF,VF,0,0.001,1,0.009,1,16.49,3.91,,
S4SAVF02-20220603-2W,S4SAVF02,7,SA_VF,VF,14,0.001,1,0.007,1,16.49,3.91,,
S4SAVF02-20220609-3W,S4SAVF02,7,SA_VF,VF,21,0.001,1,0.01,1,16.49,3.91,,
S4SAVF02-20220616-4W,S4SAVF02,7,SA_VF,VF,28,0.002,1,0.015,1,16.49,3.91,,
S4SAVF02-20220623-5W,S4SAVF02,7,SA_VF,VF,35,0.002,1,0.017,1,16.49,3.91,,
S4SAVF02-20220630-6W,S4SAVF02,7,SA_VF,VF,42,0.002,1,0.016,1,16.49,3.91,,
S4SAVF02-20220708-7W,S4SAVF02,7,SA_VF,VF,49,0.005,1,0.016,1,16.49,3.91,,
S4SAVF02-20220714-8W,S4SAVF02,7,SA_VF,VF,56,0.004,1,0.023,1,16.49,3.91,,
S4SAVF02-20220721-9W,S4SAVF02,7,SA_VF,VF,63,0.005,1,0.015,1,16.49,3.91,,
S4SAVF02-20220802-10W,S4SAVF02,7,SA_VF,VF,70,0.011,1,0.011,1,13.99,3.91,,
S4SAVF02-20220822-13W,S4SAVF02,7,SA_VF,VF,91,0.005,1,0.027,1,16.49,3.91,,
S4SAVF02-20220906-15W,S4SAVF02,7,SA_VF,VF,105,0.042,1,0.035,1,21.49,3.91,,
S4SAVF02-20221102-24W,S4SAVF02,7,SA_VF,VF,168,1.093,1,4.497,1,13.99,3.91,,
S4SAVF02-20221110-25W,S4SAVF02,7,SA_VF,VF,175,1.301,1,3.417,1,13.99,3.91,,
S4SAVF02-20221206-28W,S4SAVF02,7,SA_VF,VF,196,5.426,2,17.553,3,4.0,3.91,0.107,2.46
S4SAVF03-20220518-0W,S4SAVF03,7,SA_VF,VF,0,0.0,1,0.002,1,21.49,3.55,,
S4SAVF03-20220603-2W,S4SAVF03,7,SA_VF,VF,14,0.007,1,0.034,1,6.5,3.55,,
S4SAVF03-20220609-3W,S4SAVF03,7,SA_VF,VF,21,0.049,1,0.197,1,21.49,3.55,,
S4SAVF03-20220616-4W,S4SAVF03,7,SA_VF,VF,28,0.075,1,0.301,1,21.49,3.55,,
S4SAVF03-20220623-5W,S4SAVF03,7,SA_VF,VF,35,0.098,1,0.217,1,21.49,3.55,,
S4SAVF03-20220630-6W,S4SAVF03,7,SA_VF,VF,42,0.237,1,0.483,1,21.49,3.55,,
S4SAVF03-20220708-7W,S4SAVF03,7,SA_VF,VF,49,0.446,1,1.196,1,21.49,3.55,,
S4SAVF03-20220714-8W,S4SAVF03,7,SA_VF,VF,56,0.312,1,0.667,1,21.49,3.55,,
S4SAVF03-20220721-9W,S4SAVF03,7,SA_VF,VF,63,0.574,1,1.45,1,21.49,3.55,,
S4SAVF03-20220802-10W,S4SAVF03,7,SA_VF,VF,70,0.75,1,1.525,1,21.49,3.55,,
S4SAVF03-20220822-13W,S4SAVF03,7,SA_VF,VF,91,0.565,1,1.192,1,21.49,3.55,,
S4SAVF03-20220906-15W,S4SAVF03,7,SA_VF,VF,105,1.834,1,3.886,1,21.49,3.55,,
S4SAVF03-20221102-24W,S4SAVF03,7,SA_VF,VF,168,22.891,3,34.298,4,1.51,3.55,,
S4SAVF03-20221110-25W,S4SAVF03,7,SA_VF,VF,175,18.37,3,30.759,4,11.5,3.55,,
S4SAVF03-20221206-28W,S4SAVF03,7,SA_VF,VF,196,25.28,4,40.878,4,11.5,3.55,0.0545,2.33
S5VF01-20220518-0W,S5VF01,7,NO,D,0,0.09,1,0.24,1,16.49,3.46,,
S5VF01-20220603-2W,S5VF01,7,NO,D,14,0.077,1,0.218,1,16.49,3.46,,
S5VF01-20220609-3W,S5VF01,7,NO,D,21,0.111,1,0.288,1,16.49,3.46,,
S5VF01-20220616-4W,S5VF01,7,NO,D,28,0.083,1,0.226,1,16.49,3.46,,
S5VF01-20220623-5W,S5VF01,7,NO,D,35,0.268,1,0.293,1,16.49,3.46,,
S5VF01-20220630-6W,S5VF01,7,NO,D,42,0.338,1,0.62,1,16.49,3.46,,
S5VF01-20220708-7W,S5VF01,7,NO,D,49,0.28,1,0.738,1,16.49,3.46,,
S5VF01-20220714-8W,S5VF01,7,NO,D,56,0.447,1,1.93,1,16.49,3.46,,
S5VF01-20220721-9W,S5VF01,7,NO,D,63,0.293,1,1.851,1,16.49,3.46,,
S5VF01-20220802-10W,S5VF01,7,NO,D,70,0.797,1,2.83,1,16.49,3.46,,
S5VF01-20220822-13W,S5VF01,7,NO,D,91,0.534,1,1.542,1,16.49,3.46,,
S5VF01-20220906-15W,S5VF01,7,NO,D,105,1.45,1,5.924,2,16.49,3.46,,
S5VF01-20221102-24W,S5VF01,7,NO,D,168,7.514,2,16.103,3,18.99,3.46,,
S5VF01-20221110-25W,S5VF01,7,NO,D,175,8.206,2,18.68,3,1.51,3.46,,
S5VF01-20221206-28W,S5VF01,7,NO,D,196,12.535,2,22.584,4,16.49,3.46,0.00326,2.75
S5VF02-20220518-0W,S5VF02,7,VF,VF,0,0.07,1,0.246,1,6.5,4.59,,
S5VF02-20220603-2W,S5VF02,7,VF,VF,14,0.047,1,0.202,1,6.5,4.59,,
S5VF02-20220609-3W,S5VF02,7,VF,VF,21,0.164,1,0.613,1,1.51,4.59,,
S5VF02-20220616-4W,S5VF02,7,VF,VF,28,0.029,1,0.186,1,1.51,4.59,,
S5VF02-20220623-5W,S5VF02,7,VF,VF,35,0.147,1,0.742,1,1.51,4.59,,
S5VF02-20220630-6W,S5VF02,7,VF,VF,42,0.179,1,0.787,1,1.51,4.59,,
S5VF02-20220708-7W,S5VF02,7,VF,VF,49,0.182,1,0.808,1,1.51,4.59,,
S5VF02-20220714-8W,S5VF02,7,VF,VF,56,0.167,1,0.497,1,4.0,4.59,,
S5VF02-20220721-9W,S5VF02,7,VF,VF,63,0.425,1,2.117,1,1.51,4.59,,
S5VF02-20220802-10W,S5VF02,7,VF,VF,70,0.744,1,2.388,1,1.51,4.59,,
S5VF02-20220822-13W,S5VF02,7,VF,VF,91,0.719,1,3.904,1,1.51,4.59,,
S5VF02-20220906-15W,S5VF02,7,VF,VF,105,2.357,1,10.176,2,1.51,4.59,,
S5VF02-20221102-24W,S5VF02,7,VF,VF,168,15.766,3,23.949,4,6.5,4.59,,
S5VF02-20221110-25W,S5VF02,7,VF,VF,175,13.229,2,21.715,3,6.5,4.59,,
S5VF02-20221206-28W,S5VF02,7,VF,VF,196,23.149,3,36.175,4,6.5,4.59,0.4765,2.45
S5VF03-20220518-0W,S5VF03,7,VF,VF,0,0.115,1,0.313,1,1.51,4.38,,
S5VF03-20220603-2W,S5VF03,7,VF,VF,14,0.003,1,0.012,1,11.5,4.38,,
S5VF03-20220609-3W,S5VF03,7,VF,VF,21,0.028,1,0.047,1,11.5,4.38,,
S5VF03-20220616-4W,S5VF03,7,VF,VF,28,0.0,1,0.001,1,11.5,4.38,,
S5VF03-20220623-5W,S5VF03,7,VF,VF,35,0.008,1,0.033,1,16.49,4.38,,
S5VF03-20220630-6W,S5VF03,7,VF,VF,42,0.009,1,0.015,1,1.51,4.38,,
S5VF03-20220708-7W,S5VF03,7,VF,VF,49,0.024,1,0.04,1,21.49,4.38,,
S5VF03-20220714-8W,S5VF03,7,VF,VF,56,0.022,1,0.063,1,6.5,4.38,,
S5VF03-20220721-9W,S5VF03,7,VF,VF,63,0.059,1,0.4,1,1.51,4.38,,
S5VF03-20220802-10W,S5VF03,7,VF,VF,70,0.026,1,0.164,1,1.51,4.38,,
S5VF03-20220822-13W,S5VF03,7,VF,VF,91,0.012,1,0.025,1,16.49,4.38,,
S5VF03-20220906-15W,S5VF03,7,VF,VF,105,0.111,1,0.469,1,1.51,4.38,,
S5VF03-20221102-24W,S5VF03,7,VF,VF,168,3.502,1,15.151,3,1.51,4.38,,
S5VF03-20221110-25W,S5VF03,7,VF,VF,175,2.681,1,9.684,2,4.0,4.38,,
S5VF03-20221206-28W,S5VF03,7,VF,VF,196,6.583,2,23.476,4,4.0,4.38,0.225,2.42
