strategy,fold_id,holdout_group,model,target,task,n_train,n_test,mae,rmse,r2
leave_one_treatment_out,fold_02,PA,mlp_regressor,wire_area_loss_pct,regression,41,7,12.957730763915691,16.49736797389277,-0.40980047627883076
leave_one_treatment_out,fold_03,SA,mlp_regressor,wire_area_loss_pct,regression,30,18,20.59525096311099,24.804689253814335,-1.6142127791180698
leave_one_treatment_out,fold_04,SA_PA,mlp_regressor,wire_area_loss_pct,regression,45,3,3.5079299887765587,3.9337237211989557,0.1952415135025689
leave_one_treatment_out,fold_05,SA_VF,mlp_regressor,wire_area_loss_pct,regression,46,2,7.645700828475303,9.130569684645266,-11.09865618375157
leave_one_treatment_out,fold_06,VF,mlp_regressor,wire_area_loss_pct,regression,46,2,20.626660273151245,23.479770076600282,-2.4863556812604397
leave_one_campaign_out,fold_00,campaign_2022_mesh7_nacl0.035_age201,random_forest,wire_area_loss_pct,regression,24,24,14.43438179852843,16.8876663454656,-1.1026118435558656
leave_one_campaign_out,fold_01,campaign_2024_mesh4_nacl0.050_age260,random_forest,wire_area_loss_pct,regression,24,24,14.254294836805558,17.573011024953633,-0.4427843158330058
leave_one_campaign_out,fold_00,campaign_2022_mesh7_nacl0.035_age201,extra_trees,wire_area_loss_pct,regression,24,24,14.22762124999997,16.73093168786207,-1.063764219293859
leave_one_campaign_out,fold_01,campaign_2024_mesh4_nacl0.050_age260,extra_trees,wire_area_loss_pct,regression,24,24,15.679173777777775,19.256192462109162,-0.7324068230592509
leave_one_campaign_out,fold_00,campaign_2022_mesh7_nacl0.035_age201,hist_gradient_boosting,wire_area_loss_pct,regression,24,24,11.892388888888888,14.138383216344865,-0.4737347508620413
leave_one_campaign_out,fold_01,campaign_2024_mesh4_nacl0.050_age260,hist_gradient_boosting,wire_area_loss_pct,regression,24,24,12.668416666666667,16.682154796035462,-0.30020952448394556
leave_one_campaign_out,fold_00,campaign_2022_mesh7_nacl0.035_age201,mlp_regressor,wire_area_loss_pct,regression,24,24,47.680983617021276,49.350092374351114,-16.955428191928146
leave_one_campaign_out,fold_01,campaign_2024_mesh4_nacl0.050_age260,mlp_regressor,wire_area_loss_pct,regression,24,24,16.070611762893673,18.75614583569615,-0.6436004492875544
group_shuffle,fold_00,mixed_specimens,random_forest,ultimate_load_kn,regression,38,10,0.12068495932539614,0.16816635199345667,0.38453672674514905
group_shuffle,fold_00,mixed_specimens,extra_trees,ultimate_load_kn,regression,38,10,0.1445636666666678,0.16347430243517524,0.418401977047006
group_shuffle,fold_00,mixed_specimens,hist_gradient_boosting,ultimate_load_kn,regression,38,10,0.25684210526315787,0.286931251236752,-0.7917591881496449
group_shuffle,fold_00,mixed_specimens,mlp_regressor,ultimate_load_kn,regression,38,10,0.4384897759796367,0.5454547056006468,-5.475023087812316
leave_one_treatment_out,fold_00,MI,random_forest,ultimate_load_kn,regression,42,6,0.20023105023448773,0.2512320887754632,-2.567643660696123
leave_one_treatment_out,fold_01,NO,random_forest,ultimate_load_kn,regression,38,10,0.1560561071428575,0.1812483361080172,0.7449142801751399
leave_one_treatment_out,fold_02,PA,random_forest,ultimate_load_kn,regression,41,7,0.2151690674603168,0.2668225959946202,0.38636401250094865
leave_one_treatment_out,fold_03,SA,random_forest,ultimate_load_kn,regression,30,18,0.19485783619929464,0.23868086607359407,0.6227317360116491
leave_one_treatment_out,fold_04,SA_PA,random_forest,ultimate_load_kn,regression,45,3,0.15261043320105974,0.16101384785693745,-2.4012993121759973
leave_one_treatment_out,fold_05,SA_VF,random_forest,ultimate_load_kn,regression,46,2,0.12494368551587276,0.14817098754983427,-4.19636486425874
leave_one_treatment_out,fold_06,VF,random_forest,ultimate_load_kn,regression,46,2,0.06323518353174706,0.07584892569409502,-24.56915346199223
leave_one_treatment_out,fold_00,MI,extra_trees,ultimate_load_kn,regression,42,6,0.21590666666666314,0.30661923226747306,-4.314103830219198
leave_one_treatment_out,fold_01,NO,extra_trees,ultimate_load_kn,regression,38,10,0.14094266666666902,0.1676836138817533,0.781667021024002
leave_one_treatment_out,fold_02,PA,extra_trees,ultimate_load_kn,regression,41,7,0.2186566666666679,0.27713472214189727,0.33801599707710406
leave_one_treatment_out,fold_03,SA,extra_trees,ultimate_load_kn,regression,30,18,0.1714503703703697,0.2440105653247889,0.6056949622625722
leave_one_treatment_out,fold_04,SA_PA,extra_trees,ultimate_load_kn,regression,45,3,0.20328111111111932,0.2049366710582748,-4.510078021866303
leave_one_treatment_out,fold_05,SA_VF,extra_trees,ultimate_load_kn,regression,46,2,0.10281999999999791,0.11942746715521887,-2.3758390322155996
leave_one_treatment_out,fold_06,VF,extra_trees,ultimate_load_kn,regression,46,2,0.05433499999999891,0.0613643834900267,-15.735944716048884
leave_one_treatment_out,fold_00,MI,hist_gradient_boosting,ultimate_load_kn,regression,42,6,0.11866055726525453,0.1597851801797471,-0.4431259805034904
leave_one_treatment_out,fold_01,NO,hist_gradient_boosting,ultimate_load_kn,regression,38,10,0.3435789473684209,0.383029764579747,-0.1392082910455994
leave_one_treatment_out,fold_02,PA,hist_gradient_boosting,ultimate_load_kn,regression,41,7,0.18652723276065794,0.2521143817331855,0.4521510268498483
leave_one_treatment_out,fold_03,SA,hist_gradient_boosting,ultimate_load_kn,regression,30,18,0.388,0.44202174406042766,-0.2939048214712754
leave_one_treatment_out,fold_04,SA_PA,hist_gradient_boosting,ultimate_load_kn,regression,45,3,0.25378331514353764,0.2581884780112305,-7.7456503148659195
leave_one_treatment_out,fold_05,SA_VF,hist_gradient_boosting,ultimate_load_kn,regression,46,2,0.05457816456569464,0.06885407998494734,-0.12210280013574804
leave_one_treatment_out,fold_06,VF,hist_gradient_boosting,ultimate_load_kn,regression,46,2,0.15998832591959133,0.22478058033821985,-223.5613746541603
leave_one_treatment_out,fold_00,MI,mlp_regressor,ultimate_load_kn,regression,42,6,0.6166290180683874,0.7353934976058849,-29.568267337975513
leave_one_treatment_out,fold_01,NO,mlp_regressor,ultimate_load_kn,regression,38,10,0.5771040501996294,0.6177121913672907,-1.962855256582964
leave_one_treatment_out,fold_02,PA,mlp_regressor,ultimate_load_kn,regression,41,7,1.0341497324013775,1.199671518069678,-11.404815446281912
leave_one_treatment_out,fold_03,SA,mlp_regressor,ultimate_load_kn,regression,30,18,0.48141780912055726,0.6403452702979927,-1.7154604122345685
leave_one_treatment_out,fold_04,SA_PA,mlp_regressor,ultimate_load_kn,regression,45,3,1.5814546324428134,1.605783416304052,-337.2924696894176
leave_one_treatment_out,fold_05,SA_VF,mlp_regressor,ultimate_load_kn,regression,46,2,0.3841158992405407,0.4127239676407321,-39.31741383789548
leave_one_treatment_out,fold_06,VF,mlp_regressor,ultimate_load_kn,regression,46,2,1.0728620784522416,1.09560754999867,-5333.915127173636
leave_one_campaign_out,fold_00,campaign_2022_mesh7_nacl0.035_age201,random_forest,ultimate_load_kn,regression,24,24,0.6085981365740741,0.6398871347708611,-8.230200616058134
leave_one_campaign_out,fold_01,campaign_2024_mesh4_nacl0.050_age260,random_forest,ultimate_load_kn,regression,24,24,0.6888444047619057,0.724650364034019,-9.996758956652213
leave_one_campaign_out,fold_00,campaign_2022_mesh7_nacl0.035_age201,extra_trees,ultimate_load_kn,regression,24,24,0.6388215277777752,0.6696611482499636,-9.109148812671801
leave_one_campaign_out,fold_01,campaign_2024_mesh4_nacl0.050_age260,extra_trees,ultimate_load_kn,regression,24,24,0.6097070833333357,0.6409444181306782,-7.602970141956254
leave_one_campaign_out,fold_00,campaign_2022_mesh7_nacl0.035_age201,hist_gradient_boosting,ultimate_load_kn,regression,24,24,0.6250000000000001,0.6595342422245162,-8.805710796975537
leave_one_campaign_out,fold_01,campaign_2024_mesh4_nacl0.050_age260,hist_gradient_boosting,ultimate_load_kn,regression,24,24,0.6249999999999998,0.6621005084829138,-8.180271366868803
leave_one_campaign_out,fold_00,campaign_2022_mesh7_nacl0.035_age201,mlp_regressor,ultimate_load_kn,regression,24,24,6.760834961284732,6.8009675836729135,-1041.6673947119477
leave_one_campaign_out,fold_01,campaign_2024_mesh4_nacl0.050_age260,mlp_regressor,ultimate_load_kn,regression,24,24,9.191830957132522,9.210109222716003,-1775.385572588108
