target,model_name,target_transform,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std,strategy,feature_set_name,feature_set_description,n_features,selection_candidate
wire_area_loss_frac,XGBoost,sqrt,0.16061227777780263,0.05101287831647373,0.20263383593858708,0.06043213722876821,-1.3489281285787325,0.6559982247909988,-0.0850044910675562,0.06178863259243774,leave_one_campaign_out,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,GradientBoosting,sqrt,0.1839182946766395,0.05390180300068407,0.21823000382597046,0.06672120630768998,-1.7240992410964178,0.8018530035654042,-0.27826086956521734,0.17339488025617944,leave_one_campaign_out,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,RandomForest,none,0.1050374041836238,0.03554670601337811,0.12396894839738377,0.03306421916225672,-0.497899283310651,0.7108228540142368,0.2800922468809729,0.21276046183122038,group_shuffle,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,CatBoost,none,0.12379748384959213,0.03923734485213128,0.15000385790437779,0.046248996772162966,-1.225127469744749,1.3399734814599347,0.2887911081296786,0.16505145404521462,group_shuffle,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,GradientBoosting,none,0.13037871010553784,0.03620492938448887,0.15677071071571697,0.04412784266237635,-1.5659110329408739,1.8818840932104568,0.2887763486287229,0.21563051334130168,group_shuffle,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,XGBoost,none,0.13064711349568814,0.04192250866626405,0.1611997132961317,0.04736074240195292,-1.6284810548714812,1.676282931017342,0.3114780832425665,0.2142458600217561,group_shuffle,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,CatBoost,none,0.11606314689934814,0.04294431062097735,0.14118834853906895,0.05095334828419094,-1.7944401207046121,3.057330959620099,0.1856624538594292,0.47378422919162055,leave_one_treatment_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,RandomForest,none,0.1196248827830765,0.04576802256594056,0.14181655406300242,0.051214000898406,-1.6058064922630173,2.347652850261517,0.27544317242029137,0.552811629233184,leave_one_treatment_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,XGBoost,none,0.1307690106844713,0.05880348550051016,0.15248434497786792,0.06734122464471001,-1.9709520240651526,3.046214178046259,0.09605728613930588,0.7482260734633245,leave_one_treatment_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,GradientBoosting,none,0.13301982288903993,0.0411766126987921,0.15858965247652201,0.0516016235626925,-2.828187799826815,4.4446806989553895,0.10609682304928704,0.5000063991336581,leave_one_treatment_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
